ruangan,penghuni,jarak_meter
Ruang_Hibiscus,55,44.83
Ruang_Lilac,68,13.95
Ruang_Narcissus,69,9.84
Ruang_Oleander,46,6.15
Ruang_Primrose,48,15.67
Ruang_Snapdragon,58,36.88
Ruang_Wisteria,37,28.4
Ruang_Yarrow,47,13.48
Ruang_Amaryllis,32,25.08
Ruang_Anemone,53,27.02
Ruang_Buttercup,50,29.54
Ruang_Carnation,31,46.09
Ruang_Delphinium,41,12.05
Ruang_Gladiol,44,5.19
Ruang_Heather,61,18.13
Ruang_Honeysuckle,33,12.49
Ruang_Impatiens,67,39.49
Ruang_Larkspur,36,15.38
Ruang_Mimosa,39,41.69
Ruang_Orchid,40,49.02
Ruang_Periwinkle,58,31.98
Ruang_QueenAnne,44,48.31
Ruang_Rhododendron,62,45.51
Ruang_Sunflower,34,25.54
Ruang_Tuberose,57,42.29
Ruang_Violet,58,42.54
Ruang_Wallflower,68,19.06
Ruang_Xeranthemum,37,17.79
Ruang_YuccaBloom,57,45.43
Ruang_Zephyranthes,36,38.67
Ruang_AcaciaBloom,66,10.22
Ruang_Balsam,33,34.02
Ruang_Coreopsis,60,8.45
Ruang_Echinacea,57,31.52
Ruang_ForgetMeNot,63,47.48
Ruang_Gazania,38,25.32
Ruang_Jacaranda,40,28.45
Ruang_Lantana,54,40.46
Ruang_MorningGlory,30,14.93
Ruang_Nemesia,35,48.34
Ruang_Oxalis,40,27.47
Ruang_Plumeria,37,38.0
Ruang_Statice,53,14.18
Ruang_Verbascum,52,44.92
Ruang_Waterlily,59,27.22
Ruang_ZebraPlant,40,33.82
Ruang_Melati,53,32.77
Ruang_Mawar,42,5.45
Ruang_Anggrek,39,20.96
Ruang_Tulip,60,32.2
Ruang_Matahari,41,35.45
Ruang_Lili,64,37.57
Ruang_Kamboja,42,46.33
Ruang_Kenanga,38,43.78
Ruang_Dahlia,41,38.1
Ruang_Teratai,37,24.61
Ruang_Flamboyan,44,39.58
Ruang_Kana,55,35.07
Ruang_Bougenvil,63,38.68
Ruang_Anyelir,35,37.54
Ruang_Krisan,66,9.67
Ruang_Lavender,69,22.45
Ruang_Sakura,63,34.68
Ruang_Azalea,45,14.07
Ruang_Gardenia,31,21.9
Ruang_Iris,35,5.94
Ruang_Peony,54,12.23
Ruang_Begonia,37,9.58
Ruang_Magnolia,70,21.76
Ruang_Camelia,68,26.62
Ruang_Zinnia,67,25.87
Ruang_Aster,57,10.1
Ruang_Jasmine,34,24.66
Ruang_Hydrangea,30,9.53
Ruang_Freesia,43,25.0
Ruang_Poppy,34,29.14
Ruang_Ranunculus,65,47.05
Ruang_Marigold,51,21.15
Ruang_Verbena,44,40.04
Ruang_Petunia,35,15.27
Ruang_Geranium,39,28.44
Ruang_Cosmos,48,36.8
Ruang_Edelweis,51,23.36
Ruang_Bromelia,49,34.89
Ruang_Heliconia,43,46.9
Ruang_Cempaka,67,11.28
Ruang_Wijayakusuma,62,19.97
Ruang_SedapMalam,63,35.21
Ruang_TapakDara,37,42.92
Ruang_PacarAir,62,23.58
Ruang_BungaSepatu,61,45.03
Ruang_Asoka,46,40.8
Ruang_NusaIndah,33,49.75
Ruang_Kantil,33,16.94
Ruang_Kecubung,36,16.95
Ruang_Soka,40,29.32
Ruang_Lotus,70,36.92
Ruang_Bluebell,48,30.03
Ruang_Daffodil,58,26.72
Ruang_Foxglove,37,16.66
Ruang_Hibiscus,60,12.71
Ruang_Lilac,57,30.46
Ruang_Narcissus,69,25.72
Ruang_Oleander,68,38.62
Ruang_Primrose,51,42.1
Ruang_Snapdragon,52,30.22
Ruang_Wisteria,42,22.14
Ruang_Yarrow,44,33.15
Ruang_Amaryllis,37,33.24
Ruang_Anemone,48,13.7
Ruang_Buttercup,62,36.65
Ruang_Carnation,58,42.16
Ruang_Delphinium,59,14.1
Ruang_Gladiol,61,13.06
Ruang_Heather,59,41.22
Ruang_Honeysuckle,65,38.75
Ruang_Impatiens,68,30.25
Ruang_Larkspur,52,37.28
Ruang_Mimosa,66,17.92
Ruang_Orchid,57,47.86
Ruang_Periwinkle,38,40.57
Ruang_QueenAnne,50,31.6
Ruang_Rhododendron,57,36.11
Ruang_Sunflower,52,33.02
Ruang_Tuberose,62,9.88
Ruang_Violet,52,11.34
Ruang_Wallflower,67,28.6
Ruang_Xeranthemum,36,41.19
Ruang_YuccaBloom,49,11.97
Ruang_Zephyranthes,57,48.95
Ruang_AcaciaBloom,57,16.82
Ruang_Balsam,59,19.48
Ruang_Coreopsis,68,30.57
Ruang_Echinacea,45,41.33
Ruang_ForgetMeNot,54,48.26
Ruang_Gazania,49,27.92
Ruang_Jacaranda,41,25.84
Ruang_Lantana,59,36.86
Ruang_MorningGlory,63,10.75
Ruang_Nemesia,38,14.48
Ruang_Oxalis,44,48.05
Ruang_Plumeria,53,17.77
Ruang_Statice,65,32.43
Ruang_Verbascum,69,21.61
Ruang_Waterlily,30,42.25
Ruang_ZebraPlant,30,5.38
Ruang_Melati,55,48.15
Ruang_Mawar,47,36.64
Ruang_Anggrek,49,41.4
Ruang_Tulip,45,39.52
Ruang_Matahari,51,34.85
Ruang_Lili,62,37.05
Ruang_Kamboja,42,28.93
Ruang_Kenanga,48,44.92
Ruang_Dahlia,42,23.88
Ruang_Teratai,32,38.8
Ruang_Flamboyan,42,39.84
Ruang_Kana,47,40.8
Ruang_Bougenvil,30,39.96
Ruang_Anyelir,50,24.3
Ruang_Krisan,52,8.82
Ruang_Lavender,63,15.11
Ruang_Sakura,69,25.65
Ruang_Azalea,66,44.94
Ruang_Gardenia,60,8.89
Ruang_Iris,49,44.79
Ruang_Peony,44,46.74
Ruang_Begonia,33,39.41
Ruang_Magnolia,64,10.55
Ruang_Camelia,44,48.91
Ruang_Zinnia,31,35.21
Ruang_Aster,57,42.07
Ruang_Jasmine,51,16.01
Ruang_Hydrangea,60,45.8
Ruang_Freesia,44,49.34
Ruang_Poppy,36,20.58
Ruang_Ranunculus,51,47.83
Ruang_Marigold,37,26.28
Ruang_Verbena,44,47.1
Ruang_Petunia,69,7.3
Ruang_Geranium,36,20.94
Ruang_Cosmos,56,8.93
Ruang_Edelweis,40,36.48
Ruang_Bromelia,50,49.51
Ruang_Heliconia,36,11.88
Ruang_Cempaka,36,15.72
Ruang_Wijayakusuma,68,40.51
Ruang_SedapMalam,55,12.64
Ruang_TapakDara,54,12.37
Ruang_PacarAir,40,16.86
Ruang_BungaSepatu,65,24.92
Ruang_Asoka,70,31.79
Ruang_NusaIndah,48,20.47
Ruang_Kantil,64,24.03
Ruang_Kecubung,48,24.45
Ruang_Soka,70,28.41
Ruang_Lotus,30,43.98
Ruang_Bluebell,38,28.28
Ruang_Daffodil,36,17.39
Ruang_Foxglove,44,37.97
Ruang_Hibiscus,57,23.58
Ruang_Lilac,54,26.52
Ruang_Narcissus,55,21.91
Ruang_Oleander,66,33.87
Ruang_Primrose,42,32.86
Ruang_Snapdragon,61,12.61
Ruang_Wisteria,59,45.67
Ruang_Yarrow,41,44.3
Ruang_Amaryllis,32,37.82
Ruang_Anemone,30,26.77
Ruang_Buttercup,70,48.93
Ruang_Carnation,66,26.03
Ruang_Delphinium,58,10.78
Ruang_Gladiol,33,42.52
Ruang_Heather,69,33.84
Ruang_Honeysuckle,45,18.25
Ruang_Impatiens,63,24.12
Ruang_Larkspur,52,10.9
Ruang_Mimosa,69,11.3
Ruang_Orchid,43,6.25
Ruang_Periwinkle,36,34.68
Ruang_QueenAnne,40,40.66
Ruang_Rhododendron,37,31.89
Ruang_Sunflower,39,47.68
Ruang_Tuberose,69,35.21
Ruang_Violet,45,17.13
Ruang_Wallflower,42,23.66
Ruang_Xeranthemum,55,10.21
Ruang_YuccaBloom,45,31.1
Ruang_Zephyranthes,60,10.14
Ruang_AcaciaBloom,47,20.17
Ruang_Balsam,63,46.92
Ruang_Coreopsis,62,45.67
Ruang_Echinacea,60,16.56
Ruang_ForgetMeNot,35,30.19
Ruang_Gazania,67,39.69
Ruang_Jacaranda,52,28.99
Ruang_Lantana,39,30.12
Ruang_MorningGlory,30,37.11
Ruang_Nemesia,33,27.63
Ruang_Oxalis,45,28.6
Ruang_Plumeria,35,36.06
Ruang_Statice,41,31.76
Ruang_Verbascum,32,14.15
Ruang_Waterlily,68,27.14
Ruang_ZebraPlant,47,47.9
Ruang_Melati,55,37.37
Ruang_Mawar,45,33.63
Ruang_Anggrek,33,21.35
Ruang_Tulip,33,7.86
Ruang_Matahari,69,16.12
Ruang_Lili,68,36.83
Ruang_Kamboja,36,32.27
Ruang_Kenanga,49,10.41
Ruang_Dahlia,55,41.2
Ruang_Teratai,65,30.56
Ruang_Flamboyan,64,9.42
Ruang_Kana,34,5.02
Ruang_Bougenvil,55,19.94
Ruang_Anyelir,68,15.79
Ruang_Krisan,49,49.61
Ruang_Lavender,40,34.33
Ruang_Sakura,66,45.31
Ruang_Azalea,67,27.18
Ruang_Gardenia,63,14.23
Ruang_Iris,67,17.14
Ruang_Peony,60,16.65
Ruang_Begonia,36,46.25
Ruang_Magnolia,39,37.1
Ruang_Camelia,57,39.61
Ruang_Zinnia,41,22.74
Ruang_Aster,39,42.88
Ruang_Jasmine,60,42.42
Ruang_Hydrangea,40,23.73
Ruang_Freesia,60,14.84
Ruang_Poppy,57,20.6
Ruang_Ranunculus,31,37.18
Ruang_Marigold,47,46.81
Ruang_Verbena,32,5.29
Ruang_Petunia,51,39.52
Ruang_Geranium,64,9.46
Ruang_Cosmos,47,12.34
Ruang_Edelweis,46,42.86
Ruang_Bromelia,57,13.26
Ruang_Heliconia,34,24.16
Ruang_Cempaka,44,34.9
Ruang_Wijayakusuma,68,28.84
Ruang_SedapMalam,50,19.24
Ruang_TapakDara,42,33.14
Ruang_PacarAir,50,38.62
Ruang_BungaSepatu,52,28.79
Ruang_Asoka,55,5.65
Ruang_NusaIndah,55,28.09
Ruang_Kantil,68,14.95
Ruang_Kecubung,40,5.13
Ruang_Soka,47,37.33
Ruang_Lotus,70,33.4
Ruang_Bluebell,55,12.32
Ruang_Daffodil,65,28.9
Ruang_Foxglove,40,7.02
Ruang_Hibiscus,69,49.53
Ruang_Lilac,60,45.6
Ruang_Narcissus,65,25.0
Ruang_Oleander,61,34.17
Ruang_Primrose,60,32.84
Ruang_Snapdragon,63,49.19
Ruang_Wisteria,64,44.65
Ruang_Yarrow,57,7.43
Ruang_Amaryllis,34,31.33
Ruang_Anemone,50,46.5
Ruang_Buttercup,53,41.9
Ruang_Carnation,62,11.15
Ruang_Delphinium,34,21.63
Ruang_Gladiol,64,27.52
Ruang_Heather,32,14.77
Ruang_Honeysuckle,61,47.52
Ruang_Impatiens,30,43.9
Ruang_Larkspur,63,7.64
Ruang_Mimosa,34,14.56
Ruang_Orchid,49,22.21
Ruang_Periwinkle,62,19.92
Ruang_QueenAnne,36,6.29
Ruang_Rhododendron,35,35.59
Ruang_Sunflower,69,46.99
Ruang_Tuberose,45,18.2
Ruang_Violet,41,32.74
Ruang_Wallflower,54,11.71
Ruang_Xeranthemum,59,30.08
Ruang_YuccaBloom,42,16.87
Ruang_Zephyranthes,50,14.5
Ruang_AcaciaBloom,38,13.7
Ruang_Balsam,55,12.6
Ruang_Coreopsis,50,15.79
Ruang_Echinacea,66,42.87
Ruang_ForgetMeNot,69,34.63
Ruang_Gazania,33,49.9
Ruang_Jacaranda,52,9.82
Ruang_Lantana,40,27.02
Ruang_MorningGlory,51,36.02
Ruang_Nemesia,66,48.48
Ruang_Oxalis,51,5.13
Ruang_Plumeria,35,24.1
Ruang_Statice,54,9.51
Ruang_Verbascum,39,34.02
Ruang_Waterlily,61,16.82
Ruang_ZebraPlant,67,35.8
Ruang_Melati,32,42.58
Ruang_Mawar,62,6.23
Ruang_Anggrek,36,33.03
Ruang_Tulip,50,33.73
Ruang_Matahari,66,45.66
Ruang_Lili,45,10.16
Ruang_Kamboja,45,8.98
Ruang_Kenanga,39,26.31
Ruang_Dahlia,58,35.89
Ruang_Teratai,43,6.41
Ruang_Flamboyan,58,8.05
Ruang_Kana,30,48.35
Ruang_Bougenvil,64,39.54
Ruang_Anyelir,33,37.07
Ruang_Krisan,35,13.56
Ruang_Lavender,54,7.14
Ruang_Sakura,34,12.59
Ruang_Azalea,62,12.41
Ruang_Gardenia,30,9.89
Ruang_Iris,36,43.23
Ruang_Peony,32,23.33
Ruang_Begonia,53,48.15
Ruang_Magnolia,56,19.51
Ruang_Camelia,65,49.47
Ruang_Zinnia,37,16.69
Ruang_Aster,48,44.38
Ruang_Jasmine,63,16.36
Ruang_Hydrangea,69,33.87
Ruang_Freesia,31,34.7
Ruang_Poppy,47,26.24
Ruang_Ranunculus,66,41.61
Ruang_Marigold,46,9.67
Ruang_Verbena,52,41.88
Ruang_Petunia,51,47.49
Ruang_Geranium,62,47.73
Ruang_Cosmos,31,23.89
Ruang_Edelweis,44,41.69
Ruang_Bromelia,59,33.71
Ruang_Heliconia,68,13.86
Ruang_Cempaka,47,23.17
Ruang_Wijayakusuma,52,17.3
Ruang_SedapMalam,60,34.02
Ruang_TapakDara,68,32.56
Ruang_PacarAir,40,7.07
Ruang_BungaSepatu,37,11.17
Ruang_Asoka,58,34.02
Ruang_NusaIndah,57,24.66
Ruang_Kantil,62,21.54
Ruang_Kecubung,69,35.93
Ruang_Soka,31,26.57
Ruang_Lotus,54,7.22
Ruang_Bluebell,39,33.53
Ruang_Daffodil,58,39.59
Ruang_Foxglove,69,47.44
Ruang_Hibiscus,66,20.35
Ruang_Lilac,44,14.65
Ruang_Narcissus,30,21.08
Ruang_Oleander,68,25.49
Ruang_Primrose,61,46.11
Ruang_Snapdragon,30,33.81
Ruang_Wisteria,34,10.46
Ruang_Yarrow,49,11.76
Ruang_Amaryllis,53,29.45
Ruang_Anemone,31,31.44
Ruang_Buttercup,46,32.3
Ruang_Carnation,48,27.98
Ruang_Delphinium,44,25.66
Ruang_Gladiol,37,22.77
Ruang_Heather,36,12.9
Ruang_Honeysuckle,44,13.37
Ruang_Impatiens,68,14.34
Ruang_Larkspur,49,27.19
Ruang_Mimosa,60,15.62
Ruang_Orchid,41,42.58
Ruang_Periwinkle,60,29.54
Ruang_QueenAnne,67,46.38
Ruang_Rhododendron,42,26.75
Ruang_Sunflower,41,24.37
Ruang_Tuberose,61,28.75
Ruang_Violet,60,17.58
Ruang_Wallflower,36,12.77
Ruang_Xeranthemum,31,24.89
Ruang_YuccaBloom,43,29.92
Ruang_Zephyranthes,58,38.16
Ruang_AcaciaBloom,51,18.67
Ruang_Balsam,55,24.32
Ruang_Coreopsis,41,19.41
Ruang_Echinacea,65,32.82
Ruang_ForgetMeNot,46,16.06
Ruang_Gazania,44,38.13
Ruang_Jacaranda,49,16.09
Ruang_Lantana,62,24.11
Ruang_MorningGlory,56,7.97
Ruang_Nemesia,64,28.82
Ruang_Oxalis,51,42.26
Ruang_Plumeria,67,38.34
Ruang_Statice,65,18.86
Ruang_Verbascum,47,47.47
Ruang_Waterlily,54,44.05
Ruang_ZebraPlant,62,12.75
Ruang_Melati,62,6.65
Ruang_Mawar,70,19.01
Ruang_Anggrek,66,26.32
Ruang_Tulip,55,43.8
Ruang_Matahari,43,41.98
Ruang_Lili,61,18.68
Ruang_Kamboja,58,25.98
Ruang_Kenanga,59,40.07
Ruang_Dahlia,65,37.04
Ruang_Teratai,56,32.84
Ruang_Flamboyan,64,12.56
Ruang_Kana,55,16.56
Ruang_Bougenvil,43,23.35
Ruang_Anyelir,42,13.83
Ruang_Krisan,38,24.86
Ruang_Lavender,57,29.05
Ruang_Sakura,50,33.51
Ruang_Azalea,37,26.1
Ruang_Gardenia,65,38.01
Ruang_Iris,48,18.32
Ruang_Peony,39,5.74
Ruang_Begonia,59,31.83
Ruang_Magnolia,62,15.41
Ruang_Camelia,59,27.57
Ruang_Zinnia,69,14.41
Ruang_Aster,46,11.35
Ruang_Jasmine,67,44.2
Ruang_Hydrangea,40,24.99
Ruang_Freesia,39,24.34
Ruang_Poppy,58,35.78
Ruang_Ranunculus,46,12.71
Ruang_Marigold,34,12.88
Ruang_Verbena,41,38.93
Ruang_Petunia,39,15.25
Ruang_Geranium,42,37.41
Ruang_Cosmos,64,9.89
Ruang_Edelweis,50,8.78
Ruang_Bromelia,62,12.7
Ruang_Heliconia,69,47.76
Ruang_Cempaka,52,39.05
Ruang_Wijayakusuma,63,19.82
Ruang_SedapMalam,39,43.98
Ruang_TapakDara,61,49.97
Ruang_PacarAir,67,22.12
Ruang_BungaSepatu,42,8.59
Ruang_Asoka,68,5.28
Ruang_NusaIndah,66,15.03
Ruang_Kantil,70,40.66
Ruang_Kecubung,39,16.19
Ruang_Soka,63,29.29
Ruang_Lotus,42,10.21
Ruang_Bluebell,40,16.6
Ruang_Daffodil,35,26.46
Ruang_Foxglove,34,18.04
Ruang_Hibiscus,69,38.9
Ruang_Lilac,64,7.14
Ruang_Narcissus,48,33.69
Ruang_Oleander,67,16.43
Ruang_Primrose,38,20.42
Ruang_Snapdragon,37,9.49
Ruang_Wisteria,36,30.72
Ruang_Yarrow,34,27.34
Ruang_Amaryllis,40,28.72
Ruang_Anemone,70,47.22
Ruang_Buttercup,58,6.13
Ruang_Carnation,61,12.56
Ruang_Delphinium,37,6.13
Ruang_Gladiol,57,24.37
Ruang_Heather,68,45.88
Ruang_Honeysuckle,41,21.82
Ruang_Impatiens,44,24.99
Ruang_Larkspur,66,10.12
Ruang_Mimosa,62,27.78
Ruang_Orchid,59,34.13
Ruang_Periwinkle,38,10.92
Ruang_QueenAnne,55,32.97
Ruang_Rhododendron,69,32.87
Ruang_Sunflower,36,48.3
Ruang_Tuberose,58,31.43
Ruang_Violet,53,43.52
Ruang_Wallflower,52,25.65
Ruang_Xeranthemum,64,19.19
Ruang_YuccaBloom,50,40.79
Ruang_Zephyranthes,70,35.78
Ruang_AcaciaBloom,70,31.58
Ruang_Balsam,32,35.54
Ruang_Coreopsis,49,13.77
Ruang_Echinacea,66,12.65
Ruang_ForgetMeNot,41,15.52
Ruang_Gazania,35,26.14
Ruang_Jacaranda,62,28.36
Ruang_Lantana,66,35.17
Ruang_MorningGlory,60,27.95
Ruang_Nemesia,67,25.59
Ruang_Oxalis,67,47.47
Ruang_Plumeria,53,16.1
Ruang_Statice,30,7.7
Ruang_Verbascum,31,39.06
Ruang_Waterlily,32,10.12
Ruang_ZebraPlant,69,39.05
Ruang_Melati,55,44.22
Ruang_Mawar,36,9.66
Ruang_Anggrek,36,47.45
Ruang_Tulip,47,13.17
Ruang_Matahari,65,43.43
Ruang_Lili,61,30.85
Ruang_Kamboja,59,31.67
Ruang_Kenanga,33,24.36
Ruang_Dahlia,51,8.74
Ruang_Teratai,53,40.43
Ruang_Flamboyan,56,6.93
Ruang_Kana,48,48.08
Ruang_Bougenvil,32,36.38
Ruang_Anyelir,64,31.65
Ruang_Krisan,42,34.68
Ruang_Lavender,62,35.99
Ruang_Sakura,45,9.79
Ruang_Azalea,61,27.56
Ruang_Gardenia,65,48.74
Ruang_Iris,44,16.02
Ruang_Peony,32,31.69
Ruang_Begonia,37,48.98
Ruang_Magnolia,41,18.5
Ruang_Camelia,55,11.98
Ruang_Zinnia,38,44.95
Ruang_Aster,30,33.86
Ruang_Jasmine,43,13.11
Ruang_Hydrangea,57,25.6
Ruang_Freesia,60,46.51
Ruang_Poppy,55,40.02
Ruang_Ranunculus,41,40.49
Ruang_Marigold,47,12.0
Ruang_Verbena,36,45.35
Ruang_Petunia,53,49.9
Ruang_Geranium,61,6.52
Ruang_Cosmos,38,26.58
Ruang_Edelweis,37,47.07
Ruang_Bromelia,47,49.18
Ruang_Heliconia,61,27.33
Ruang_Cempaka,68,28.75
Ruang_Wijayakusuma,48,21.34
Ruang_SedapMalam,53,24.42
Ruang_TapakDara,33,18.89
Ruang_PacarAir,42,13.2
Ruang_BungaSepatu,47,8.81
Ruang_Asoka,58,28.62
Ruang_NusaIndah,64,24.6
Ruang_Kantil,42,12.83
Ruang_Kecubung,70,30.95
Ruang_Soka,53,32.25
Ruang_Lotus,53,6.74
Ruang_Bluebell,32,36.66
Ruang_Daffodil,59,34.83
Ruang_Foxglove,37,17.72
Ruang_Hibiscus,63,30.0
Ruang_Lilac,43,8.04
Ruang_Narcissus,48,31.47
Ruang_Oleander,67,24.94
Ruang_Primrose,62,29.1
Ruang_Snapdragon,35,48.15
Ruang_Wisteria,67,40.62
Ruang_Yarrow,38,20.17
Ruang_Amaryllis,57,9.94
Ruang_Anemone,44,8.17
Ruang_Buttercup,69,39.56
Ruang_Carnation,44,27.5
Ruang_Delphinium,52,31.57
Ruang_Gladiol,56,24.61
Ruang_Heather,40,46.0
Ruang_Honeysuckle,52,26.48
Ruang_Impatiens,30,32.86
Ruang_Larkspur,53,14.08
Ruang_Mimosa,59,28.07
Ruang_Orchid,48,24.88
Ruang_Periwinkle,45,27.7
Ruang_QueenAnne,70,24.9
Ruang_Rhododendron,37,13.0
Ruang_Sunflower,52,49.54
Ruang_Tuberose,34,24.91
Ruang_Violet,31,9.72
Ruang_Wallflower,49,5.38
Ruang_Xeranthemum,64,48.44
Ruang_YuccaBloom,62,16.3
Ruang_Zephyranthes,61,40.89
Ruang_AcaciaBloom,48,35.76
Ruang_Balsam,44,22.09
Ruang_Coreopsis,57,48.75
Ruang_Echinacea,61,38.26
Ruang_ForgetMeNot,37,38.42
Ruang_Gazania,38,18.41
Ruang_Jacaranda,31,37.47
Ruang_Lantana,52,29.95
Ruang_MorningGlory,55,10.24
Ruang_Nemesia,54,41.66
Ruang_Oxalis,42,39.17
Ruang_Plumeria,63,7.54
Ruang_Statice,67,38.64
Ruang_Verbascum,57,45.37
Ruang_Waterlily,32,40.9
Ruang_ZebraPlant,46,8.06
Ruang_Melati,45,32.51
Ruang_Mawar,68,28.99
Ruang_Anggrek,33,10.36
Ruang_Tulip,61,25.37
Ruang_Matahari,63,31.23
Ruang_Lili,69,43.8
Ruang_Kamboja,52,22.98
Ruang_Kenanga,63,46.17
Ruang_Dahlia,63,13.42
Ruang_Teratai,58,22.53
Ruang_Flamboyan,44,45.13
Ruang_Kana,68,6.1
Ruang_Bougenvil,51,7.72
Ruang_Anyelir,66,24.01
Ruang_Krisan,49,46.62
Ruang_Lavender,35,48.54
Ruang_Sakura,67,34.16
Ruang_Azalea,49,11.12
Ruang_Gardenia,39,28.37
Ruang_Iris,65,36.13
Ruang_Peony,49,40.45
Ruang_Begonia,46,40.87
Ruang_Magnolia,69,11.9
Ruang_Camelia,67,49.4
Ruang_Zinnia,43,14.42
Ruang_Aster,54,8.68
Ruang_Jasmine,65,49.97
Ruang_Hydrangea,52,48.78
Ruang_Freesia,45,30.88
Ruang_Poppy,39,40.61
Ruang_Ranunculus,41,20.1
Ruang_Marigold,58,35.62
Ruang_Verbena,68,37.79
Ruang_Petunia,69,14.11
Ruang_Geranium,38,39.43
Ruang_Cosmos,39,9.51
Ruang_Edelweis,40,48.06
Ruang_Bromelia,49,37.66
Ruang_Heliconia,61,22.31
Ruang_Cempaka,60,25.27
Ruang_Wijayakusuma,58,8.91
Ruang_SedapMalam,34,29.13
Ruang_TapakDara,58,28.78
Ruang_PacarAir,42,16.85
Ruang_BungaSepatu,35,23.55
Ruang_Asoka,56,43.43
Ruang_NusaIndah,49,16.95
Ruang_Kantil,59,25.2
Ruang_Kecubung,43,16.75
Ruang_Soka,50,43.52
Ruang_Lotus,56,21.5
Ruang_Bluebell,38,24.43
Ruang_Daffodil,32,22.1
Ruang_Foxglove,53,41.4
Ruang_Hibiscus,34,6.24
Ruang_Lilac,35,17.84
Ruang_Narcissus,47,31.86
Ruang_Oleander,64,33.43
Ruang_Primrose,42,7.34
Ruang_Snapdragon,65,43.26
Ruang_Wisteria,61,16.71
Ruang_Yarrow,68,37.07
Ruang_Amaryllis,37,33.08
Ruang_Anemone,48,5.98
Ruang_Buttercup,65,7.21
Ruang_Carnation,52,35.87
Ruang_Delphinium,42,17.91
Ruang_Gladiol,48,43.71
Ruang_Heather,53,8.97
Ruang_Honeysuckle,63,32.14
Ruang_Impatiens,36,46.3
Ruang_Larkspur,63,22.52
Ruang_Mimosa,69,23.08
Ruang_Orchid,40,13.61
Ruang_Periwinkle,69,7.38
Ruang_QueenAnne,37,18.58
Ruang_Rhododendron,63,17.62
Ruang_Sunflower,55,21.25
Ruang_Tuberose,65,37.81
Ruang_Violet,32,39.78
Ruang_Wallflower,41,16.45
Ruang_Xeranthemum,44,25.12
Ruang_YuccaBloom,33,29.3
Ruang_Zephyranthes,33,32.59
Ruang_AcaciaBloom,37,6.69
Ruang_Balsam,31,11.53
Ruang_Coreopsis,45,37.86
Ruang_Echinacea,42,11.33
Ruang_ForgetMeNot,52,42.91
Ruang_Gazania,65,21.38
Ruang_Jacaranda,37,35.24
Ruang_Lantana,44,10.78
Ruang_MorningGlory,43,28.65
Ruang_Nemesia,30,19.71
Ruang_Oxalis,65,48.12
Ruang_Plumeria,37,43.97
Ruang_Statice,42,27.2
Ruang_Verbascum,55,20.04
Ruang_Waterlily,54,16.56
Ruang_ZebraPlant,67,30.56
Ruang_Melati,48,38.16
Ruang_Mawar,68,6.71
Ruang_Anggrek,60,40.38
Ruang_Tulip,36,31.48
Ruang_Matahari,38,33.25
Ruang_Lili,45,41.27
Ruang_Kamboja,44,38.82
Ruang_Kenanga,56,11.74
Ruang_Dahlia,30,43.96
Ruang_Teratai,68,32.79
Ruang_Flamboyan,46,28.67
Ruang_Kana,58,49.95
Ruang_Bougenvil,44,16.03
Ruang_Anyelir,62,12.19
Ruang_Krisan,52,14.5
Ruang_Lavender,53,36.3
Ruang_Sakura,60,41.36
Ruang_Azalea,57,41.78
Ruang_Gardenia,45,48.47
Ruang_Iris,46,19.84
Ruang_Peony,58,40.63
Ruang_Begonia,67,18.23
Ruang_Magnolia,64,30.42
Ruang_Camelia,50,34.27
Ruang_Zinnia,35,12.73
Ruang_Aster,64,45.32
Ruang_Jasmine,53,36.49
Ruang_Hydrangea,46,37.26
Ruang_Freesia,37,20.78
Ruang_Poppy,69,18.92
Ruang_Ranunculus,49,31.58
Ruang_Marigold,41,41.87
Ruang_Verbena,36,19.4
Ruang_Petunia,70,31.42
Ruang_Geranium,54,14.75
Ruang_Cosmos,30,29.63
Ruang_Edelweis,63,42.38
Ruang_Bromelia,45,29.24
Ruang_Heliconia,36,36.61
Ruang_Cempaka,35,43.25
Ruang_Wijayakusuma,63,46.86
Ruang_SedapMalam,57,39.28
Ruang_TapakDara,58,7.53
Ruang_PacarAir,46,37.34
Ruang_BungaSepatu,31,13.45
Ruang_Asoka,33,36.55
Ruang_NusaIndah,41,6.25
Ruang_Kantil,33,35.47
Ruang_Kecubung,38,30.62
Ruang_Soka,43,6.95
Ruang_Lotus,46,30.45
Ruang_Bluebell,68,42.83
Ruang_Daffodil,49,21.9
Ruang_Foxglove,49,37.01
Ruang_Hibiscus,64,15.41
Ruang_Lilac,36,9.0
Ruang_Narcissus,53,20.44
Ruang_Oleander,67,44.24
Ruang_Primrose,57,23.36
Ruang_Snapdragon,31,35.48
Ruang_Wisteria,45,49.95
Ruang_Yarrow,65,29.65
Ruang_Amaryllis,39,31.11
Ruang_Anemone,60,32.54
Ruang_Buttercup,35,20.44
Ruang_Carnation,49,40.87
Ruang_Delphinium,56,12.5
Ruang_Gladiol,38,18.89
Ruang_Heather,50,15.74
Ruang_Honeysuckle,54,48.93
Ruang_Impatiens,36,41.2
Ruang_Larkspur,66,38.56
Ruang_Mimosa,42,40.42
Ruang_Orchid,46,6.36
Ruang_Periwinkle,45,41.87
Ruang_QueenAnne,58,36.68
Ruang_Rhododendron,59,12.9
Ruang_Sunflower,62,13.49
Ruang_Tuberose,40,16.11
Ruang_Violet,62,47.33
Ruang_Wallflower,61,19.21
Ruang_Xeranthemum,45,30.05
